mode,seed,n_cal,n_test,test_accuracy,hpre_layer,hpre_sign,hpre_cal_auc,logit_layer,logit_sign,logit_cal_auc,hnorm_layer,hnorm_sign,hnorm_cal_auc,logit_base_auroc,logit_plus_hpre_auroc,logit_delta,full_base_auroc,full_plus_hpre_auroc,full_delta
fixed_seed42_layers,29,700,300,0.6266666666666667,30,-1,,13,1,,13,1,,0.7328077507598784,0.7363696808510639,0.00356193009118555,0.7273936170212766,0.7412139057750758,0.01382028875379926
dynamic_cal_selected_layers,30,700,300,0.6266666666666667,0,-1,0.6836985835100673,13,1,0.7178540570261567,13,1,0.6992380802764904,0.7374620060790273,0.740454027355623,0.002992021276595702,0.7340425531914894,0.7418313069908815,0.007788753799392145
fixed_seed42_layers,30,700,300,0.6266666666666667,30,-1,,13,1,,13,1,,0.7374620060790273,0.7405965045592706,0.003134498480243275,0.7340425531914894,0.7479103343465046,0.01386778115501519
dynamic_cal_selected_layers,31,700,300,0.6266666666666667,0,-1,0.6821101598024071,14,1,0.7269918571465976,14,1,0.6953281142268655,0.713858282674772,0.7064019756838905,-0.007456306990881512,0.7056420972644377,0.707779255319149,0.0021371580547112634
fixed_seed42_layers,31,700,300,0.6266666666666667,30,-1,,13,1,,13,1,,0.7149506079027356,0.7060220364741641,-0.008928571428571508,0.7059745440729484,0.7161379179331306,0.01016337386018229
dynamic_cal_selected_layers,32,700,300,0.6266666666666667,0,-1,0.704190994859442,13,1,0.739943619685981,13,1,0.7152095933809861,0.6847929331306991,0.6894946808510638,0.004701747720364691,0.6857427811550152,0.6925816869300913,0.006838905775076065
fixed_seed42_layers,32,700,300,0.6266666666666667,30,-1,,13,1,,13,1,,0.6847929331306991,0.6928191489361701,0.008026215805471026,0.6857427811550152,0.7052621580547112,0.01951937689969596
dynamic_cal_selected_layers,33,700,300,0.6266666666666667,30,-1,0.7023712896778642,14,1,0.7425008073032581,14,1,0.7217814782813605,0.6825607902735562,0.6865026595744681,0.003941869300911893,0.6776690729483283,0.6856477963525835,0.007978723404255206
fixed_seed42_layers,33,700,300,0.6266666666666667,30,-1,,13,1,,13,1,,0.6881174012158054,0.6954312310030394,0.007313829787233939,0.6819908814589666,0.6976633738601824,0.01567249240121582
dynamic_cal_selected_layers,34,700,300,0.6266666666666667,0,-1,0.6529512388832159,13,1,0.6951361069654999,13,1,0.6671990504368166,0.7900360942249239,0.7795877659574468,-0.010448328267477103,0.7794452887537994,0.7827222644376899,0.003276975683890515
fixed_seed42_layers,34,700,300,0.6266666666666667,30,-1,,13,1,,13,1,,0.7900360942249239,0.7788753799392097,-0.01116071428571419,0.7794452887537994,0.7886113221884499,0.0091660334346505
dynamic_cal_selected_layers,35,700,300,0.6266666666666667,0,-1,0.6868361567128357,13,1,0.720568341493642,13,1,0.7009836008343588,0.7309555471124619,0.7320478723404256,0.001092325227963653,0.7238316869300911,0.7323328267477205,0.008501139817629344
fixed_seed42_layers,35,700,300,0.6266666666666667,30,-1,,13,1,,13,1,,0.7309555471124619,0.7336151215805472,0.0026595744680852906,0.7238316869300911,0.7390292553191489,0.015197568389057725
