mode,seed,n_cal,n_test,test_accuracy,hpre_layer,hpre_sign,hpre_cal_auc,logit_layer,logit_sign,logit_cal_auc,hnorm_layer,hnorm_sign,hnorm_cal_auc,logit_base_auroc,logit_plus_hpre_auroc,logit_delta,full_base_auroc,full_plus_hpre_auroc,full_delta
fixed_seed42_layers,44,700,300,0.6266666666666667,30,-1,,13,1,,13,1,,0.7322853343465044,0.7379844224924013,0.0056990881458968135,0.7323328267477203,0.7479103343465046,0.01557750759878429
dynamic_cal_selected_layers,45,700,300,0.6266666666666667,30,-1,0.6798802572897302,14,1,0.7163790921547578,14,1,0.6950226481292383,0.7438259878419453,0.7481477963525835,0.0043218085106382365,0.7474354103343465,0.751709726443769,0.004274316109422527
fixed_seed42_layers,45,700,300,0.6266666666666667,30,-1,,13,1,,13,1,,0.7490976443768999,0.752184650455927,0.0030870060790271214,0.7471029635258358,0.7643901975683891,0.01728723404255328
dynamic_cal_selected_layers,46,700,300,0.6266666666666667,30,-1,0.6708995540194974,14,1,0.7130189650808612,14,1,0.690903219612669,0.7454882218844985,0.7444433890577509,-0.0010448328267476104,0.743636018237082,0.7473879179331306,0.0037518996960486106
fixed_seed42_layers,46,700,300,0.6266666666666667,30,-1,,13,1,,13,1,,0.7500474924012158,0.7533244680851064,0.003276975683890626,0.7492876139817629,0.7618256079027356,0.012537993920972657
dynamic_cal_selected_layers,47,700,300,0.6266666666666667,0,-1,0.6849466307089431,13,1,0.7227676973965562,13,1,0.6974052836907287,0.7270611702127661,0.7247340425531915,-0.002327127659574546,0.7209346504559271,0.7276785714285714,0.006743920972644313
fixed_seed42_layers,47,700,300,0.6266666666666667,30,-1,,13,1,,13,1,,0.7270611702127661,0.7227868541033434,-0.004274316109422638,0.7209346504559271,0.7324753039513677,0.011540653495440645
dynamic_cal_selected_layers,48,700,300,0.6266666666666667,0,-1,0.6998446486703497,14,1,0.7309454612101693,13,1,0.7138917253597954,0.7075417933130699,0.7112936930091185,0.0037518996960486106,0.7029350303951368,0.7088240881458966,0.005889057750759763
fixed_seed42_layers,48,700,300,0.6266666666666667,30,-1,,13,1,,13,1,,0.7086816109422492,0.7141907294832827,0.00550911854103342,0.703599924012158,0.7186075227963526,0.015007598784194665
dynamic_cal_selected_layers,49,700,300,0.6266666666666667,0,-1,0.6706988191553427,14,1,0.7169463863360651,13,1,0.6872638092495134,0.7416413373860181,0.7311455167173252,-0.010495820668692923,0.7318579027355623,0.7329977203647415,0.0011398176291792517
